Filename,Label,Species
20170913-100047-2.jpg,3,Parthenium
20180112-071404-2.jpg,8,Negative
20180322-112455-2.jpg,8,Negative
20171121-091058-1.jpg,6,Siam weed
20171025-093332-1.jpg,3,Parthenium
20171219-113056-3.jpg,8,Negative
20180322-104126-1.jpg,8,Negative
20171218-103831-3.jpg,8,Negative
20180119-105225-2.jpg,8,Negative
20180112-072238-1.jpg,8,Negative
20170304-131624-0.jpg,7,Snake weed
20180109-103735-2.jpg,8,Negative
20180125-092820-1.jpg,8,Negative
20180109-074841-2.jpg,8,Negative
20170913-102702-1.jpg,3,Parthenium
20170913-103505-1.jpg,3,Parthenium
20171220-101356-2.jpg,8,Negative
20170714-133905-1.jpg,1,Lantana
20170315-084949-0.jpg,8,Negative
20170727-125315-1.jpg,4,Prickly acacia
20180322-112812-2.jpg,8,Negative
20170727-164613-1.jpg,4,Prickly acacia
20180109-065817-1.jpg,8,Negative
20171218-121357-3.jpg,8,Negative
20171220-094952-2.jpg,8,Negative
20180119-110719-1.jpg,8,Negative
20170715-144230-1.jpg,1,Lantana
20180322-133710-1.jpg,8,Negative
20170714-115607-2.jpg,1,Lantana
20180125-134435-3.jpg,8,Negative
20170727-153017-3.jpg,4,Prickly acacia
20171109-073130-3.jpg,5,Rubber vine
20170707-112019-0.jpg,0,Chinee apple
20171025-074320-3.jpg,3,Parthenium
20171113-142730-3.jpg,6,Siam weed
20180105-092854-2.jpg,8,Negative
20171102-115918-3.jpg,2,Parkinsonia
20180112-081919-2.jpg,8,Negative
20171220-083247-2.jpg,8,Negative
20171121-085809-1.jpg,6,Siam weed
20170405-155540-0.jpg,0,Chinee apple
20170906-135313-1.jpg,3,Parthenium
20171025-083118-3.jpg,7,Snake weed
20180109-095749-2.jpg,8,Negative
20170729-090812-1.jpg,4,Prickly acacia
20180109-090504-1.jpg,8,Negative
20171025-080735-2.jpg,3,Parthenium
20180112-074852-2.jpg,8,Negative
20171102-104540-2.jpg,2,Parkinsonia
20180125-095132-2.jpg,8,Negative
20171109-070308-1.jpg,5,Rubber vine
20180322-121555-2.jpg,8,Negative
20171218-112553-3.jpg,8,Negative
20170718-132000-2.jpg,0,Chinee apple
20180112-070555-2.jpg,8,Negative
20170501-142811-0.jpg,1,Lantana
20170126-095322-0.jpg,1,Lantana
20180109-104623-2.jpg,8,Negative
20180125-101046-1.jpg,8,Negative
20170714-190139-1.jpg,1,Lantana
20170126-095258-0.jpg,1,Lantana
